GeneID	GSM7020412	GSM7020417	GSM7020416	GSM7020415	GSM7020414	GSM7020413
ENSG00000162873	8	377	7	430	10	505
ENSG00000162877	18	10	6	12	20	5
ENSG00000162878	221	224	217	160	243	269
ENSG00000162881	47	35	86	51	45	27
ENSG00000162882	191	169	177	165	214	138
ENSG00000162885	217	176	210	288	217	170
ENSG00000162888	17	9	11	15	1	7
ENSG00000162889	1289	1145	945	1378	1180	1493
ENSG00000162891	1	0	0	0	2	0
ENSG00000162892	26	9	20	7	21	6
ENSG00000162894	1163	457	998	475	920	401
ENSG00000162896	50	27	33	22	27	23
ENSG00000162897	344	69	272	141	159	8
ENSG00000162909	2002	2142	1367	1790	1267	2321
ENSG00000162910	311	442	366	328	295	357
ENSG00000162913	73	106	72	144	60	28
ENSG00000162923	1778	1649	1565	1546	1212	1612
ENSG00000162924	199	130	119	103	111	120
ENSG00000162927	315	259	288	244	180	194
ENSG00000162928	359	263	262	330	279	364
ENSG00000162929	111	150	141	134	102	148
ENSG00000162931	92	78	53	85	55	39
ENSG00000162944	135	160	151	92	99	96
ENSG00000162946	122	123	93	83	78	100
ENSG00000162947	0	1	2	4	4	0
ENSG00000162949	0	7	2	0	0	1
ENSG00000162951	15	7	40	7	5	1
ENSG00000162959	80	99	126	93	148	74
ENSG00000162961	205	222	265	202	240	261
ENSG00000162971	290	264	278	204	210	191
ENSG00000162972	109	93	137	106	120	142
ENSG00000162975	10	3	11	6	5	5
ENSG00000162976	414	324	346	348	387	305
ENSG00000162980	373	257	313	339	437	341
ENSG00000162981	82	224	77	470	77	310
ENSG00000162989	1	0	0	0	2	0
ENSG00000162992	1	0	0	0	2	0
ENSG00000162994	183	194	248	309	156	139
ENSG00000162997	0	0	0	0	0	0
ENSG00000162998	729	702	487	738	551	588
ENSG00000162999	57	48	55	27	47	38
ENSG00000163001	400	378	366	361	390	447
ENSG00000163002	179	111	123	101	124	86
ENSG00000163006	62	36	66	39	46	21
ENSG00000163012	0	0	0	0	0	0
ENSG00000163013	273	273	259	328	194	148
ENSG00000163016	0	0	0	0	0	0
ENSG00000163017	31	70	66	48	175	186
ENSG00000163026	156	98	109	81	94	77
ENSG00000163029	533	472	550	404	496	344
ENSG00000163032	19	16	5	7	7	19
ENSG00000163040	50	102	61	81	48	77
ENSG00000163041	197	183	170	182	166	156
ENSG00000163046	1	0	0	1	2	0
ENSG00000163050	55	42	24	37	24	25
ENSG00000163053	110	109	87	84	61	72
ENSG00000163060	7	0	2	4	4	0
ENSG00000163064	0	8	2	12	12	35
ENSG00000163069	439	386	352	394	265	379
ENSG00000163071	41	92	28	49	13	67
ENSG00000163072	19	42	21	10	16	15
ENSG00000163075	47	18	98	9	36	12
ENSG00000163081	0	0	0	0	0	0
ENSG00000163082	838	264	536	516	586	429
ENSG00000163083	577	1196	445	1471	444	984
ENSG00000163092	0	0	0	1	1	0
ENSG00000163093	198	245	229	188	144	183
ENSG00000163098	0	0	0	0	0	0
ENSG00000163104	605	419	477	459	391	374
ENSG00000163106	12	24	21	34	16	77
ENSG00000163110	816	594	616	665	729	859
ENSG00000163114	0	0	0	0	0	0
ENSG00000163116	3	6	4	2	1	2
ENSG00000163121	6	4	5	6	11	10
ENSG00000163125	1135	776	754	695	595	826
ENSG00000163126	35	40	53	34	59	17
ENSG00000163131	1394	1054	1190	1685	1656	1609
ENSG00000163132	161	105	80	89	72	135
ENSG00000163138	241	181	186	188	130	167
ENSG00000163141	117	367	135	634	77	200
ENSG00000163145	240	80	107	39	89	90
ENSG00000163154	89	72	146	91	200	76
ENSG00000163155	116	80	90	81	65	87
ENSG00000163156	291	328	354	293	415	295
ENSG00000163157	48	45	42	27	28	20
ENSG00000163159	402	340	375	318	389	404
ENSG00000163161	855	1011	822	725	524	586
ENSG00000163162	761	641	730	846	763	785
ENSG00000163166	500	440	419	433	412	431
ENSG00000163170	36	34	55	40	63	51
ENSG00000163171	428	559	400	462	365	1302
ENSG00000163191	382	532	444	535	533	676
ENSG00000163202	0	0	0	0	0	0
ENSG00000163206	0	0	0	1	0	0
ENSG00000163207	0	13	1	12	0	129
ENSG00000163209	0	0	0	0	0	1
ENSG00000163214	392	331	381	352	291	215
ENSG00000163216	0	0	0	0	0	16
ENSG00000163217	7	6	4	4	2	1
ENSG00000163218	3	1	1	0	2	1
ENSG00000163219	584	338	553	470	599	238
ENSG00000163220	23	17	16	70	101	112
ENSG00000163221	0	1	0	0	2	2
ENSG00000163235	170	553	129	742	97	886
ENSG00000163239	144	468	169	296	104	182
ENSG00000163249	239	250	240	233	205	243
ENSG00000163251	1079	236	343	255	348	306
ENSG00000163254	0	0	0	0	0	0
ENSG00000163257	808	611	680	554	490	417
ENSG00000163263	0	1	1	2	0	0
ENSG00000163273	64	52	97	38	94	10
ENSG00000163281	384	225	264	246	263	210
ENSG00000163283	0	0	0	0	0	0
ENSG00000163285	4	19	10	5	1	4
ENSG00000163286	0	0	0	0	0	0
ENSG00000163288	0	0	0	0	2	0
ENSG00000163291	211	118	154	125	137	178
ENSG00000163293	58	39	17	55	15	29
ENSG00000163295	0	0	0	0	0	0
ENSG00000163297	590	406	416	397	411	460
ENSG00000163312	253	176	225	166	214	188
ENSG00000163319	123	100	122	109	126	94
ENSG00000163320	1442	1055	1236	1036	1068	828
ENSG00000163322	179	99	111	90	76	84
ENSG00000163328	310	189	356	262	356	187
ENSG00000163331	96	139	180	154	164	201
ENSG00000163344	231	200	252	219	310	316
ENSG00000163346	2286	2090	2081	2365	1779	1614
ENSG00000163347	419	1833	384	2543	322	2624
ENSG00000163348	872	732	825	710	800	731
ENSG00000163349	1415	767	794	775	723	735
ENSG00000163352	6	1	1	0	0	0
ENSG00000163354	62	112	33	68	29	61
ENSG00000163357	11	22	9	7	3	7
ENSG00000163359	1624	1710	936	1697	1398	2841
ENSG00000163362	23	18	2	65	9	14
ENSG00000163364	13	25	13	8	17	38
ENSG00000163374	669	602	622	584	539	526
ENSG00000163376	162	54	115	97	163	65
ENSG00000163377	3	0	0	1	1	1
ENSG00000163378	209	228	197	257	192	269
ENSG00000163380	11	9	15	8	14	7
ENSG00000163382	452	403	513	463	565	610
ENSG00000163389	448	358	440	351	346	267
ENSG00000163393	80	60	81	83	63	71
ENSG00000163394	0	0	0	0	0	1
ENSG00000163395	1165	501	1064	319	939	546
ENSG00000163399	2782	1514	1358	1639	1394	1758
ENSG00000163406	494	243	479	206	232	116
ENSG00000163412	705	369	459	587	479	569
ENSG00000163421	0	0	1	1	4	3
ENSG00000163424	0	0	0	0	0	0
ENSG00000163428	621	316	523	386	464	471
ENSG00000163430	1939	1525	1108	1358	1194	1858
ENSG00000163431	485	292	345	132	395	261
ENSG00000163435	114	277	77	375	90	434
ENSG00000163440	0	0	0	4	0	0
ENSG00000163444	317	189	238	222	251	229
ENSG00000163449	53	79	51	56	38	19
ENSG00000163453	1437	1630	1383	1510	1444	1488
ENSG00000163462	20	47	28	56	24	38
ENSG00000163463	135	151	160	163	122	117
ENSG00000163464	2	1	2	1	3	4
ENSG00000163466	1298	1135	1146	1217	1359	1352
ENSG00000163467	6	3	6	3	5	3
ENSG00000163468	1149	966	963	1016	1120	1097
ENSG00000163472	150	311	150	454	81	209
ENSG00000163479	767	699	785	819	828	753
ENSG00000163481	264	333	319	261	242	270
ENSG00000163482	807	1069	836	747	423	515
ENSG00000163485	90	212	76	265	96	606
ENSG00000163491	26	13	29	10	16	10
ENSG00000163492	40	20	18	17	17	15
ENSG00000163497	0	1	0	0	0	0
ENSG00000163499	0	0	0	0	0	0
ENSG00000163501	8	0	3	0	2	1
ENSG00000163507	67	31	67	48	91	29
ENSG00000163508	282	168	305	133	281	110
ENSG00000163510	491	325	365	292	294	294
ENSG00000163512	145	84	84	73	100	114
ENSG00000163513	2031	1582	1206	1211	1321	1213
ENSG00000163515	0	0	0	0	0	0
ENSG00000163516	1200	1191	1120	1039	769	760
ENSG00000163517	459	224	292	212	305	315
ENSG00000163518	12	14	44	23	54	2
ENSG00000163519	126	57	133	97	137	56
ENSG00000163520	1601	1566	806	711	770	1467
ENSG00000163521	208	226	179	132	87	176
ENSG00000163527	1736	1159	1330	1431	1250	1129
ENSG00000163528	119	101	99	115	132	140
ENSG00000163530	0	0	0	0	0	0
ENSG00000163531	513	467	357	214	226	160
ENSG00000163534	1277	473	961	320	489	165
ENSG00000163535	50	29	60	52	116	44
ENSG00000163536	140	171	149	140	146	96
ENSG00000163539	683	510	542	569	494	443
ENSG00000163541	696	524	639	487	602	561
ENSG00000163545	478	163	283	215	285	128
ENSG00000163554	1	3	0	1	3	3
ENSG00000163558	778	596	554	658	411	496
ENSG00000163563	148	135	168	200	270	307
ENSG00000163564	182	108	241	126	196	73
ENSG00000163565	1168	1055	1030	914	1058	921
ENSG00000163568	298	164	375	202	346	95
ENSG00000163576	7	6	23	5	10	1
ENSG00000163577	47	28	58	51	61	43
ENSG00000163581	0	0	0	0	0	0
ENSG00000163584	118	133	161	166	230	157
ENSG00000163586	1	0	0	0	0	0
ENSG00000163590	405	146	394	139	211	126
ENSG00000163596	195	445	378	353	195	235
ENSG00000163597	124	67	88	79	138	96
ENSG00000163599	217	124	249	194	209	162
ENSG00000163600	165	81	180	143	185	78
ENSG00000163602	548	370	376	433	386	516
ENSG00000163605	631	450	580	507	522	532
ENSG00000163606	103	46	108	64	98	73
ENSG00000163607	134	94	104	87	109	123
ENSG00000163608	797	661	695	626	570	552
ENSG00000163611	66	49	54	50	39	20
ENSG00000163612	4	4	1	3	4	3
ENSG00000163617	450	441	491	298	359	219
ENSG00000163618	7	17	14	15	8	21
ENSG00000163623	115	5	48	574	114	64
ENSG00000163624	788	395	548	654	425	639
ENSG00000163625	987	658	576	575	425	528
ENSG00000163626	219	200	219	218	213	166
ENSG00000163629	1150	825	469	506	351	523
ENSG00000163630	7	13	27	365	21	100
ENSG00000163631	28	13	25	2	12	3
ENSG00000163632	3	3	4	5	0	0
ENSG00000163633	4	6	6	8	4	3
ENSG00000163634	214	180	236	203	282	311
ENSG00000163635	729	599	505	595	469	497
ENSG00000163636	807	673	784	703	669	605
ENSG00000163637	438	266	329	218	274	221
ENSG00000163638	161	2098	178	1252	130	652
ENSG00000163644	895	583	633	590	578	487
ENSG00000163645	1	0	2	0	0	0
ENSG00000163646	0	0	0	0	1	0
ENSG00000163655	571	364	419	398	424	437
ENSG00000163659	274	672	219	586	204	843
ENSG00000163660	1976	1633	1745	1919	1303	1300
ENSG00000163661	49	15	64	20	29	14
ENSG00000163666	21	15	20	7	14	7
ENSG00000163673	3	21	1	25	5	1
ENSG00000163681	785	422	535	498	623	439
ENSG00000163682	423	420	450	469	449	486
ENSG00000163683	848	748	710	828	910	1231
ENSG00000163684	140	97	125	106	139	71
ENSG00000163686	274	144	216	155	258	130
ENSG00000163687	337	244	283	138	348	50
ENSG00000163689	16	13	8	20	12	7
ENSG00000163694	1461	771	1055	917	1127	969
ENSG00000163697	1321	800	689	541	484	651
ENSG00000163701	256	246	186	249	155	303
ENSG00000163702	311	365	325	294	290	319
ENSG00000163703	331	371	447	374	199	141
ENSG00000163704	206	228	143	217	117	114
ENSG00000163705	1	0	1	1	1	1
ENSG00000163710	135	266	95	25	81	140
ENSG00000163714	1766	1591	1694	1341	1407	1089
ENSG00000163719	746	546	637	568	658	564
ENSG00000163728	1377	1029	1214	845	794	621
ENSG00000163734	18	7	17	32	11	46
ENSG00000163735	0	1	0	1	1	17
ENSG00000163736	3	0	2	0	0	4
ENSG00000163737	0	0	0	0	0	0
ENSG00000163738	194	181	275	216	162	248
ENSG00000163739	9	10	5	11	4	51
ENSG00000163743	433	327	364	284	315	260
ENSG00000163746	13	1	3	0	5	1
ENSG00000163749	36	28	26	19	13	28
ENSG00000163751	13	4	0	63	14	66
ENSG00000163754	234	274	224	353	376	369
ENSG00000163755	466	251	243	195	197	279
ENSG00000163762	273	337	178	279	200	153
ENSG00000163781	520	348	408	359	386	364
ENSG00000163785	1041	825	860	843	641	712
ENSG00000163788	722	490	486	524	454	559
ENSG00000163792	0	0	2	0	9	7
ENSG00000163793	1	3	4	3	7	2
ENSG00000163794	0	0	0	0	0	0
ENSG00000163795	316	531	485	442	313	349
ENSG00000163798	420	325	340	339	321	336
ENSG00000163803	74	47	51	102	164	47
ENSG00000163806	27	31	32	25	18	15
ENSG00000163807	223	172	192	185	186	187
ENSG00000163808	32	18	37	30	53	17
ENSG00000163810	1	1	1	2	2	1
ENSG00000163811	499	318	321	328	345	316
ENSG00000163812	1164	820	706	990	831	901
ENSG00000163814	432	373	201	461	290	525
ENSG00000163815	175	238	183	171	153	167
ENSG00000163817	3	42	1	400	2	250
ENSG00000163818	434	299	393	348	285	319
ENSG00000163820	1186	667	586	583	459	682
ENSG00000163823	108	115	144	211	232	150
ENSG00000163825	3	1	4	3	2	1
ENSG00000163827	566	114	565	204	462	281
ENSG00000163832	284	270	297	251	290	276
ENSG00000163833	4	1	4	2	6	2
ENSG00000163840	623	589	500	600	617	562
ENSG00000163848	1158	521	803	663	820	623
ENSG00000163864	150	70	105	47	79	46
ENSG00000163866	328	269	262	352	341	431
ENSG00000163867	365	359	415	324	314	256
ENSG00000163870	638	581	535	527	519	583
ENSG00000163872	570	444	440	530	383	360
ENSG00000163873	12	5	10	19	11	10
ENSG00000163874	269	273	287	318	230	265
ENSG00000163875	533	643	505	735	547	813
ENSG00000163877	259	181	188	218	205	170
ENSG00000163879	519	361	618	400	350	118
ENSG00000163882	337	507	510	502	471	426
ENSG00000163884	243	49	59	43	51	67
ENSG00000163885	2	4	1	1	1	3
ENSG00000163888	0	6	2	4	4	10
ENSG00000163898	8	348	31	655	8	862
ENSG00000163900	266	273	234	351	238	406
ENSG00000163902	1559	1328	1368	1595	1392	1385
ENSG00000163904	631	448	449	522	420	492
ENSG00000163909	126	271	93	256	122	465
ENSG00000163913	769	1080	626	648	397	480
ENSG00000163914	0	0	0	2	1	1
ENSG00000163915	3	27	9	35	8	15
ENSG00000163918	141	170	198	191	197	111
ENSG00000163923	30	71	84	71	79	45
ENSG00000163930	1071	866	845	846	820	902
ENSG00000163931	1688	1534	1347	1498	1388	2092
ENSG00000163932	1452	1232	1164	1071	832	1467
ENSG00000163933	390	262	318	277	253	227
ENSG00000163935	233	109	184	114	150	105
ENSG00000163938	536	524	481	542	527	469
ENSG00000163939	937	632	684	735	680	647
ENSG00000163945	850	928	716	1199	521	604
ENSG00000163946	1198	864	1008	900	911	823
ENSG00000163947	627	416	462	506	564	424
ENSG00000163950	433	402	457	442	471	526
ENSG00000163956	1309	1292	1269	1337	1085	1300
ENSG00000163958	3	3	2	2	4	2
ENSG00000163959	64	65	65	50	52	28
ENSG00000163960	754	540	606	590	494	515
ENSG00000163961	330	260	244	310	299	209
ENSG00000163964	180	142	203	154	213	227
ENSG00000163975	285	517	275	746	246	290
ENSG00000163982	0	0	0	0	0	0
ENSG00000163993	1	5	1	2	1	3
ENSG00000163995	331	181	264	160	234	181
ENSG00000164002	106	90	84	82	111	97
ENSG00000164007	0	0	0	0	0	0
ENSG00000164008	72	46	37	51	46	33
ENSG00000164010	431	308	228	319	226	221
ENSG00000164011	268	258	288	203	216	179
ENSG00000164022	733	616	667	605	639	615
ENSG00000164023	529	415	352	551	247	638
ENSG00000164024	571	391	452	410	397	406
ENSG00000164031	817	509	627	627	527	507
ENSG00000164032	448	367	554	457	589	488
ENSG00000164035	590	655	497	521	580	362
ENSG00000164037	20	10	13	7	9	5
ENSG00000164038	102	84	89	102	97	79
ENSG00000164039	557	576	490	446	387	515
ENSG00000164040	807	713	784	819	665	1073
ENSG00000164045	32	36	42	36	57	18
ENSG00000164047	0	1	6	2	11	12
ENSG00000164048	537	298	398	291	279	284
ENSG00000164049	10	4	7	9	4	4
ENSG00000164050	2732	4533	2165	3099	1162	2222
ENSG00000164051	192	106	138	120	134	122
ENSG00000164053	223	237	248	169	192	202
ENSG00000164054	1173	1085	947	1293	1123	1312
ENSG00000164056	759	1117	417	1057	362	1322
ENSG00000164061	77	45	54	44	38	23
ENSG00000164062	1020	922	835	813	810	992
ENSG00000164066	455	420	446	358	283	274
ENSG00000164068	388	381	246	352	181	278
ENSG00000164070	58	50	30	31	34	39
ENSG00000164073	621	476	549	497	357	282
ENSG00000164074	368	312	380	314	250	252
ENSG00000164076	2	2	2	0	0	1
ENSG00000164077	204	195	195	158	178	250
ENSG00000164078	108	472	178	220	77	316
ENSG00000164080	570	459	429	492	432	421
ENSG00000164081	705	591	638	600	656	615
ENSG00000164082	12	18	7	21	7	14
ENSG00000164086	296	312	219	243	271	258
ENSG00000164087	45	43	27	39	47	50
ENSG00000164088	702	516	617	516	631	501
ENSG00000164089	5	3	9	1	6	1
ENSG00000164091	1515	925	958	1002	1003	1151
ENSG00000164093	0	0	0	1	0	2
ENSG00000164096	655	483	544	543	721	795
ENSG00000164099	6	12	5	10	0	4
ENSG00000164100	3	33	5	6	5	2
ENSG00000164104	705	567	789	567	804	600
ENSG00000164105	123	114	100	75	94	176
ENSG00000164106	8	22	9	7	9	22
ENSG00000164107	58	17	58	32	3	19
ENSG00000164109	54	32	71	58	116	55
ENSG00000164111	1350	1694	1362	1507	1314	1677
ENSG00000164112	17	11	12	12	7	4
ENSG00000164113	0	0	0	0	0	1
ENSG00000164114	363	292	397	288	373	294
ENSG00000164116	387	357	255	378	300	394
ENSG00000164117	277	194	261	194	232	234
ENSG00000164118	410	263	335	263	235	227
ENSG00000164120	49	24	60	33	44	72
ENSG00000164122	0	0	0	0	0	0
ENSG00000164123	4	1	1	1	1	1
ENSG00000164124	335	159	185	196	133	343
ENSG00000164125	525	571	360	535	427	547
ENSG00000164128	348	151	184	85	194	294
ENSG00000164129	25	10	23	13	14	8
ENSG00000164134	493	272	400	346	515	304
ENSG00000164136	507	349	455	322	319	313
ENSG00000164142	554	353	305	350	178	458
ENSG00000164144	541	339	359	446	384	441
ENSG00000164151	751	459	556	441	502	353
ENSG00000164161	32	15	19	5	9	6
ENSG00000164162	74	58	78	65	79	69
ENSG00000164163	496	347	415	409	425	425
ENSG00000164164	651	462	498	387	335	320
ENSG00000164167	180	126	187	159	243	162
ENSG00000164168	699	273	359	283	267	268
ENSG00000164169	556	368	531	329	405	274
ENSG00000164171	209	346	86	923	102	976
ENSG00000164172	563	378	466	424	479	525
ENSG00000164175	0	0	1	0	0	2
ENSG00000164176	99	348	30	243	46	396
ENSG00000164180	561	323	430	318	309	251
ENSG00000164181	373	211	208	236	183	559
ENSG00000164182	80	56	83	61	86	87
ENSG00000164185	6	10	3	7	8	18
ENSG00000164187	558	196	300	274	271	264
ENSG00000164188	268	65	185	10	24	17
ENSG00000164190	1148	801	914	769	943	692
ENSG00000164197	441	155	240	146	164	199
ENSG00000164199	479	62	227	22	132	29
ENSG00000164209	796	478	570	583	633	472
ENSG00000164211	257	167	253	207	219	203
ENSG00000164219	459	308	510	352	498	267
ENSG00000164220	10	31	22	53	21	85
ENSG00000164221	110	120	187	173	207	94
ENSG00000164236	186	70	94	59	89	49
ENSG00000164237	328	113	172	78	157	259
ENSG00000164241	138	70	136	66	97	37
ENSG00000164244	829	534	521	576	509	629
ENSG00000164251	175	90	81	189	87	157
ENSG00000164252	298	182	224	265	280	242
ENSG00000164253	483	516	429	521	437	467
ENSG00000164256	1	0	0	1	0	0
ENSG00000164258	235	208	239	225	288	287
ENSG00000164265	8	2	7	4	1	0
ENSG00000164266	1	0	1	0	0	0
ENSG00000164270	4	10	2	13	3	9
ENSG00000164283	9	116	9	109	5	68
ENSG00000164284	195	192	187	204	177	167
ENSG00000164287	0	2	0	3	2	0
ENSG00000164291	210	93	134	94	92	83
ENSG00000164292	721	427	300	449	217	1133
ENSG00000164294	345	255	280	286	288	422
ENSG00000164296	85	56	68	56	61	65
ENSG00000164299	0	0	0	0	1	0
ENSG00000164300	467	319	340	398	256	501
ENSG00000164303	5	14	10	6	9	10
ENSG00000164304	0	1	2	1	0	1
ENSG00000164305	413	346	377	435	465	359
ENSG00000164306	166	119	119	93	134	104
ENSG00000164307	1152	707	759	728	692	697
ENSG00000164308	359	400	423	1105	1085	246
ENSG00000164309	393	482	247	566	184	314
ENSG00000164318	108	151	99	142	110	116
ENSG00000164323	554	281	307	356	337	461
ENSG00000164325	6	0	0	1	0	1
ENSG00000164326	1	21	21	0	81	0
ENSG00000164327	1054	611	771	634	571	394
ENSG00000164329	902	769	888	791	668	658
ENSG00000164330	314	392	399	304	452	393
ENSG00000164331	467	400	411	365	293	343
ENSG00000164332	335	272	287	336	361	335
ENSG00000164334	0	4	0	5	0	0
ENSG00000164338	213	206	186	159	146	200
ENSG00000164342	257	126	166	145	137	104
ENSG00000164344	14	18	25	3	3	5
ENSG00000164346	376	303	376	358	457	443
ENSG00000164347	277	194	234	210	183	169
ENSG00000164362	10	4	18	11	13	0
ENSG00000164363	0	0	0	0	0	0
ENSG00000164366	274	174	216	215	225	214
ENSG00000164379	150	499	125	629	99	905
ENSG00000164385	7	4	5	0	1	2
ENSG00000164393	0	0	0	0	0	0
ENSG00000164398	58	23	65	30	58	23
ENSG00000164399	0	0	0	0	0	0
ENSG00000164400	1	7	1	8	3	30
ENSG00000164402	1010	1351	774	1203	658	1022
ENSG00000164403	303	683	253	488	154	424
ENSG00000164404	28	23	30	9	10	6
ENSG00000164405	246	272	373	306	383	300
ENSG00000164406	59	52	83	59	46	22
ENSG00000164411	0	0	1	2	0	1
ENSG00000164414	180	185	222	171	197	128
ENSG00000164418	96	34	46	19	62	12
ENSG00000164430	148	128	122	119	138	106
ENSG00000164434	0	0	1	2	2	0
ENSG00000164438	0	0	0	0	0	0
ENSG00000164440	47	38	55	38	39	44
ENSG00000164442	2546	896	1454	1075	1265	1078
ENSG00000164451	0	0	2	1	0	0
ENSG00000164458	3	3	5	6	3	0
ENSG00000164463	1065	465	723	626	640	660
ENSG00000164465	213	198	213	182	190	156
ENSG00000164466	468	283	425	352	350	281
ENSG00000164483	78	61	84	55	82	40
ENSG00000164484	79	128	88	170	108	279
ENSG00000164485	4	4	11	3	18	5
ENSG00000164488	29	16	67	16	30	10
ENSG00000164494	259	194	193	224	218	247
ENSG00000164500	0	1	0	1	0	0
ENSG00000164506	636	318	400	342	268	378
ENSG00000164508	0	0	0	0	0	0
ENSG00000164509	3	5	0	5	5	4
ENSG00000164512	14	16	29	6	21	9
ENSG00000164520	13	21	7	13	6	7
ENSG00000164530	1004	589	251	296	606	439
ENSG00000164532	0	0	0	0	0	0
ENSG00000164535	546	385	386	403	358	441
ENSG00000164542	143	90	111	63	78	56
ENSG00000164543	742	478	670	520	668	416
ENSG00000164548	1050	1243	1244	1110	954	783
ENSG00000164556	2	5	3	0	1	2
ENSG00000164574	858	435	651	375	479	317
ENSG00000164576	829	464	542	484	533	531
ENSG00000164587	779	811	826	804	840	749
ENSG00000164588	0	0	0	0	0	0
ENSG00000164591	14	25	11	14	16	33
ENSG00000164597	597	293	319	332	263	321
ENSG00000164600	0	0	0	0	0	0
ENSG00000164603	183	106	135	156	135	121
ENSG00000164604	10	22	12	25	25	19
ENSG00000164609	749	616	690	579	746	662
ENSG00000164610	159	148	154	121	101	125
ENSG00000164611	212	256	313	235	447	256
ENSG00000164615	485	421	409	453	475	560
ENSG00000164616	0	0	0	0	0	0
ENSG00000164619	36	53	13	33	25	21
ENSG00000164620	93	106	100	92	74	55
ENSG00000164621	2	0	0	0	0	0
ENSG00000164626	472	776	263	691	296	630
ENSG00000164627	33	13	47	7	27	8
ENSG00000164631	651	357	462	387	384	302
ENSG00000164638	101	43	145	48	259	68
ENSG00000164645	4	1	0	0	1	0
ENSG00000164647	11	33	18	29	38	40
ENSG00000164649	427	129	184	172	185	138
ENSG00000164651	0	0	0	0	0	0
ENSG00000164654	386	230	343	282	290	232
ENSG00000164659	265	135	192	97	159	162
ENSG00000164663	316	97	168	102	100	69
ENSG00000164669	0	0	0	0	0	0
ENSG00000164674	780	391	710	294	435	289
ENSG00000164675	53	47	28	40	26	28
ENSG00000164683	90	218	69	93	52	162
ENSG00000164684	696	343	377	317	230	291
ENSG00000164687	39	37	66	36	63	48
ENSG00000164690	1	1	3	2	1	0
ENSG00000164691	575	277	453	398	413	328
ENSG00000164692	3217	4212	2063	3424	2157	6199
ENSG00000164694	2589	1864	931	1699	1574	507
ENSG00000164695	158	87	90	110	95	195
ENSG00000164707	124	102	119	73	69	26
ENSG00000164708	0	0	0	0	0	0
ENSG00000164713	567	499	470	493	555	728
ENSG00000164715	686	428	398	455	276	381
ENSG00000164729	1	0	1	1	3	1
ENSG00000164733	5211	5374	4750	6264	4546	6695
ENSG00000164736	103	253	76	119	59	195
ENSG00000164740	0	0	0	0	0	0
ENSG00000164741	473	829	345	1219	373	953
ENSG00000164742	171	157	139	172	112	124
ENSG00000164743	40	14	43	19	36	24
ENSG00000164744	0	4	2	0	2	0
ENSG00000164746	7	9	16	1	9	3
ENSG00000164749	1	0	0	2	2	0
ENSG00000164751	533	359	434	442	462	420
ENSG00000164754	1749	990	1138	1120	1102	999
ENSG00000164756	11	3	12	3	5	0
ENSG00000164758	133	107	126	109	131	140
ENSG00000164761	634	182	612	227	601	114
ENSG00000164764	187	49	91	64	86	31
ENSG00000164776	48	37	34	24	36	22
ENSG00000164778	1	0	2	1	2	3
ENSG00000164794	4	3	1	7	1	20
ENSG00000164796	1	1	0	0	0	1
ENSG00000164808	848	672	603	574	437	666
ENSG00000164815	191	143	190	185	191	130
ENSG00000164816	0	0	0	0	0	0
ENSG00000164818	433	378	365	291	280	320
ENSG00000164821	0	0	0	0	0	0
ENSG00000164822	0	0	0	0	0	0
ENSG00000164823	192	165	179	223	204	322
ENSG00000164825	0	0	2	2	4	6
ENSG00000164828	2128	2016	1830	1546	1154	1462
ENSG00000164830	584	407	289	465	296	441
ENSG00000164841	8	2	4	0	6	4
ENSG00000164845	0	0	0	0	0	0
ENSG00000164849	50	54	25	22	28	28
ENSG00000164850	374	205	285	134	234	196
ENSG00000164853	0	1	0	0	0	0
ENSG00000164855	52	212	36	249	12	297
ENSG00000164867	187	563	66	293	125	347
ENSG00000164871	0	0	0	0	0	0
ENSG00000164877	735	1150	554	1056	507	931
ENSG00000164879	70	234	112	168	36	92
ENSG00000164880	2079	1442	1329	1121	1038	1447
ENSG00000164885	109	143	140	126	155	181
ENSG00000164889	963	910	618	875	478	798
ENSG00000164893	0	1	0	0	1	0
ENSG00000164896	1133	1192	1224	1038	1049	831
ENSG00000164897	512	516	657	560	637	621
ENSG00000164898	34	22	33	18	38	38
ENSG00000164900	0	1	0	0	0	1
ENSG00000164902	322	208	273	275	365	342
ENSG00000164904	1002	555	746	390	659	429
ENSG00000164916	724	605	360	464	358	487
ENSG00000164919	240	235	276	240	317	277
ENSG00000164920	41	32	29	35	42	89
ENSG00000164924	1426	1124	1179	1292	1324	1470
ENSG00000164929	59	21	44	13	35	10
ENSG00000164930	666	576	444	758	314	455
ENSG00000164932	63	235	96	276	78	488
ENSG00000164933	10	4	3	7	3	4
ENSG00000164934	339	285	308	332	316	257
ENSG00000164935	10	1096	25	322	15	1188
ENSG00000164938	817	772	696	1109	599	618
ENSG00000164941	604	400	469	340	315	283
ENSG00000164944	783	424	485	410	466	407
ENSG00000164946	41	41	39	46	48	37
ENSG00000164949	359	377	293	560	351	599
ENSG00000164951	538	498	443	509	377	662
ENSG00000164953	365	271	291	220	136	165
ENSG00000164961	575	326	303	353	323	412
ENSG00000164967	205	155	206	158	249	183
ENSG00000164970	472	494	352	461	345	421
ENSG00000164972	4	5	12	5	4	2
ENSG00000164975	419	354	331	288	245	356
ENSG00000164976	119	62	60	50	50	107
ENSG00000164978	92	113	110	138	172	110
ENSG00000164983	857	390	534	414	378	356
ENSG00000164985	1202	943	1223	920	1224	874
ENSG00000164989	98	146	61	117	59	50
